"symbol","gene_id"
"AMEX60DD048831","AMEX60DD048831"
"KLF12","AMEX60DD048834"
"LOC112238861.1","AMEX60DD048837"
"KLF5","AMEX60DD048840"
"AMEX60DD048844","AMEX60DD048844"
"PIBF1","AMEX60DD048845"
"DACH1","AMEX60DD048850"
"KLHL1","AMEX60DD048851"
"KLHL1.1","AMEX60DD048852"
"KLHL1.2","AMEX60DD048853"
"KLHL1.3","AMEX60DD048854"
"AMEX60DD048867","AMEX60DD048867"
"PCDH9","AMEX60DD048868"
"LLAP_5379","AMEX60DD048871"
"LLAP_5377","AMEX60DD048872"
"AMEX60DD048873","AMEX60DD048873"
"AMEX60DD048883","AMEX60DD048883"
"PCDH20","AMEX60DD048885"
"PCDH20.1","AMEX60DD048886"
"PABPC1.1","AMEX60DD048887"
"DIAPH3","AMEX60DD048907"
"AMEX60DD048911","AMEX60DD048911"
"LOC102444286","AMEX60DD048931"
"PCDH17","AMEX60DD048933"
"DR999_PMT00483","AMEX60DD048942"
"LOC111851503","AMEX60DD048943"
"LOC115469620","AMEX60DD048944"
"LOC116153375.1","AMEX60DD048945"
"PCDH8","AMEX60DD048946"
"LOC100337487.3","AMEX60DD048949"
"LOC115469620.1","AMEX60DD048950"
"OLFM4","AMEX60DD048952"
"PCDH8.1","AMEX60DD048970"
"ELF1","AMEX60DD048974"
"KBTBD7.S","AMEX60DD048979"
"LOC102358164","AMEX60DD048985"
"DLEU7","AMEX60DD048989"
"AMEX60DD048990","AMEX60DD048990"
"NAA60.1","AMEX60DD048992"
"LOC112547415.7","AMEX60DD048993"
"AMEX60DD048998","AMEX60DD048998"
"SPRYD7","AMEX60DD048999"
"ASZ78_011900","AMEX60DD049000"
"KPNA3","AMEX60DD049001"
"AMEX60DD049005","AMEX60DD049005"
"AMEX60DD049011","AMEX60DD049011"
"CAB39L.L","AMEX60DD049012"
"CDADC1","AMEX60DD049013"
"FNDC3A","AMEX60DD049015"
"RCBTB2","AMEX60DD049017"
"LPAR6.S","AMEX60DD049019"
"RB.1","AMEX60DD049022"
"NUDT15","AMEX60DD049026"
"SUCLA2","AMEX60DD049029"
"LOC115790508","AMEX60DD049031"
"HTR2A.L","AMEX60DD049038"
"LRCH1","AMEX60DD049044"
"RUBCNL","AMEX60DD049048"
"AMEX60DD049050","AMEX60DD049050"
"LCP1","AMEX60DD049054"
"ZC3H13","AMEX60DD049056"
"COG3","AMEX60DD049067"
"AKAP11","AMEX60DD049068"
"SLC25A30","AMEX60DD049069"
"TPT1","AMEX60DD049070"
"KCTD4","AMEX60DD049074"
"AMEX60DD049077","AMEX60DD049077"
"GPALPP1","AMEX60DD049078"
"DR999_PMT00279","AMEX60DD049079"
"NUFIP1","AMEX60DD049080"
"AMEX60DD049086","AMEX60DD049086"
"AMEX60DD049090","AMEX60DD049090"
"AMEX60DD049093","AMEX60DD049093"
"AMEX60DD049095","AMEX60DD049095"
"AMEX60DD049096","AMEX60DD049096"
"DNAJC15","AMEX60DD049099"
"LOC113407071","AMEX60DD049103"
"LOC100964149","AMEX60DD049105"
"VWA8","AMEX60DD049106"
"RGCC","AMEX60DD049110"
"FAM124A","AMEX60DD049111"
"SERPINE3","AMEX60DD049112"
"SERPINE3.1","AMEX60DD049113"
"DHRS12","AMEX60DD049119"
"TMEM272","AMEX60DD049120"
"ATP7B","AMEX60DD049122"
"ATP7B.1","AMEX60DD049123"
"LOC103282659","AMEX60DD049124"
"NEK5","AMEX60DD049125"
"AMEX60DD049131","AMEX60DD049131"
"VPS36","AMEX60DD049132"
"CP.VSP","AMEX60DD049135"
"AMEX60DD049136","AMEX60DD049136"
"CP.VSP.1","AMEX60DD049137"
"AMEX60DD049141","AMEX60DD049141"
"FOXO1","AMEX60DD049150"
"AMEX60DD049159","AMEX60DD049159"
"PROSER1","AMEX60DD049161"
"FREM2","AMEX60DD049164"
"AMEX60DD049165","AMEX60DD049165"
"TRPC4","AMEX60DD049169"
"TRPC4.1","AMEX60DD049171"
"SMAD9","AMEX60DD049185"
"AMEX60DD049186","AMEX60DD049186"
"AMEX60DD049190","AMEX60DD049190"
"CCNA1.1","AMEX60DD049191"
"SERTM1","AMEX60DD049195"
"LOC104510580","AMEX60DD049196"
"SPART","AMEX60DD049200"
"CCDC169","AMEX60DD049202"
"LOC102025376","AMEX60DD049203"
"NBEA","AMEX60DD049211"
"LLAP_7335","AMEX60DD049214"
"LOC115468575","AMEX60DD049220"
"STARD13","AMEX60DD049224"
"AMEX60DD049226","AMEX60DD049226"
"KL","AMEX60DD049227"
"AMEX60DD049229","AMEX60DD049229"
"AMEX60DD049231","AMEX60DD049231"
"LOC115092117","AMEX60DD049234"
"N4BP2L1","AMEX60DD049237"
"BRCA2","AMEX60DD049238"
"LOC104465167","AMEX60DD049241"
"FRY","AMEX60DD049242"
"FRY.1","AMEX60DD049245"
"AMEX60DD049246","AMEX60DD049246"
"ALOX5AP","AMEX60DD049259"
"MEDAG","AMEX60DD049260"
"KATNAL1","AMEX60DD049263"
"AMEX60DD049266","AMEX60DD049266"
"SLC7A1","AMEX60DD049268"
"LOC112124026","AMEX60DD049271"
"AMEX60DD049272","AMEX60DD049272"
"AMEX60DD049273","AMEX60DD049273"
"MTUS2","AMEX60DD049274"
"AMEX60DD049276","AMEX60DD049276"
"FLT1","AMEX60DD049282"
"PAN3","AMEX60DD049283"
"FLT3","AMEX60DD049286"
"URAD.1","AMEX60DD049287"
"LOC112323178","AMEX60DD049290"
"AMEX60DD049291","AMEX60DD049291"
"LNX2","AMEX60DD049292"
"LNX2.1","AMEX60DD049293"
"AMEX60DD049296","AMEX60DD049296"
"MTIF3.1","AMEX60DD049298"
"USP12","AMEX60DD049300"
"AMEX60DD049302","AMEX60DD049302"
"LOC101868697","AMEX60DD049309"
"LOC104318292","AMEX60DD049310"
"AMEX60DD049311","AMEX60DD049311"
"SHISA2","AMEX60DD049312"
"LOC101343725","AMEX60DD049317"
"SPATA13","AMEX60DD049319"
"LOC115092065","AMEX60DD049320"
"LOC102698188","AMEX60DD049323"
"AMEX60DD049331","AMEX60DD049331"
"SGCG","AMEX60DD049332"
"FGF9","AMEX60DD049338"
"LATS2","AMEX60DD049348"
"XPO4","AMEX60DD049352"
"EEF1AKMT1","AMEX60DD049353"
"EEF1AKMT1.1","AMEX60DD049354"
"IL17D","AMEX60DD049355"
"LOC115092050","AMEX60DD049357"
"CRYL1","AMEX60DD049359"
"AMEX60DD049360","AMEX60DD049360"
"GJB2","AMEX60DD049364"
"LOC115088534.21","AMEX60DD049373"
"LOC115458756","AMEX60DD049376"
"ARHGAP20","AMEX60DD049395"
"LOC108716725","AMEX60DD049398"
"AMEX60DD049399","AMEX60DD049399"
"ZC3H12C","AMEX60DD049401"
"AMEX60DD049405","AMEX60DD049405"
"LOC104577257","AMEX60DD049407"
"POGLUT3","AMEX60DD049416"
"AMEX60DD049418","AMEX60DD049418"
"ATM","AMEX60DD049420"
"XELAEV_18017926MG","AMEX60DD049424"
"CUL5","AMEX60DD049430"
"AMEX60DD049431","AMEX60DD049431"
"SLN","AMEX60DD049438"
"AMEX60DD049441","AMEX60DD049441"
"AMEX60DD049444","AMEX60DD049444"
"ELMOD1","AMEX60DD049445"
"AMEX60DD049447","AMEX60DD049447"
"ALKBH8","AMEX60DD049448"
"AMEX60DD049449","AMEX60DD049449"
"LOC109306711","AMEX60DD049450"
"TLCD4.S","AMEX60DD049452"
"CWF19L2","AMEX60DD049455"
"BN2614_LOCUS2.4","AMEX60DD049456"
"AASDHPPT","AMEX60DD049461"
"MSANTD4","AMEX60DD049464"
"MONAX_5E041400","AMEX60DD049465"
"PDGFD","AMEX60DD049470"
"AMEX60DD049474","AMEX60DD049474"
"EOD39_21482","AMEX60DD049476"
"AMEX60DD049477","AMEX60DD049477"
"DYNC2H1","AMEX60DD049480"
"AMEX60DD049483","AMEX60DD049483"
"PARPI_0030117.1","AMEX60DD049485"
"PARPI_0030117.2","AMEX60DD049486"
"COL","AMEX60DD049490"
"LOC115091995","AMEX60DD049491"
"MMP3.10A.3","AMEX60DD049493"
"MMPE","AMEX60DD049502"
"MMP7","AMEX60DD049503"
"AMEX60DD049505","AMEX60DD049505"
"ASZ78_016443","AMEX60DD049509"
"CEP126","AMEX60DD049511"
"DR999_PMT15144","AMEX60DD049512"
"TRPC6","AMEX60DD049513"
"TRPC6.1","AMEX60DD049514"
"RPL8.1","AMEX60DD049516"
"AMEX60DD049521","AMEX60DD049521"
"LOC104074128","AMEX60DD049522"
"CTNNA1.1","AMEX60DD049523"
"LOC114595149.22","AMEX60DD049529"
"CCDC82","AMEX60DD049530"
"CCDC82.1","AMEX60DD049531"
"AMEX60DD049533","AMEX60DD049533"
"MTMR2","AMEX60DD049534"
"AMEX60DD049537","AMEX60DD049537"
"SESN3.1","AMEX60DD049544"
"ENDOD1","AMEX60DD049547"
"CWC15","AMEX60DD049548"
"AMEX60DD049550","AMEX60DD049550"
"AMOTL1","AMEX60DD049551"
"AMEX60DD049553","AMEX60DD049553"
"ANKRD49","AMEX60DD049563"
"MRE11","AMEX60DD049564"
"LOC115091952","AMEX60DD049566"
"HEPHL1","AMEX60DD049568"
"LOC104571731","AMEX60DD049574"
"LOC102445870","AMEX60DD049576"
"SLC36A4","AMEX60DD049582"
"FAT3","AMEX60DD049591"
"AMEX60DD049598","AMEX60DD049598"
"MED17.1","AMEX60DD049601"
"CHORDC1","AMEX60DD049608"
"LOC115091935","AMEX60DD049609"
"LOC106705729","AMEX60DD049610"
"TYR","AMEX60DD049620"
"GRM5","AMEX60DD049621"
"LOC104393153","AMEX60DD049623"
"GRM5.1","AMEX60DD049625"
"RAB38","AMEX60DD049629"
"RFC3.1","AMEX60DD049633"
"FZD4","AMEX60DD049635"
"AMEX60DD049636","AMEX60DD049636"
"PRSS23","AMEX60DD049637"
"ME3","AMEX60DD049638"
"EED","AMEX60DD049639"
"AMEX60DD049640","AMEX60DD049640"
"PICALM","AMEX60DD049641"
"AMEX60DD049653","AMEX60DD049653"
"AMEX60DD049654","AMEX60DD049654"
"AMEX60DD049656","AMEX60DD049656"
"DLG2","AMEX60DD049663"
"DLG2.1","AMEX60DD049664"
"DLG2.2","AMEX60DD049665"
"AMEX60DD049671","AMEX60DD049671"
"AMEX60DD049673","AMEX60DD049673"
"ANKRD42","AMEX60DD049675"
"ANKRD42.L","AMEX60DD049676"
"FAM181B","AMEX60DD049680"
"AMEX60DD049681","AMEX60DD049681"
"AMEX60DD049682","AMEX60DD049682"
"KIZ.3","AMEX60DD049686"
"TENM4","AMEX60DD049694"
"AMEX60DD049699","AMEX60DD049699"
"DR999_PMT02237","AMEX60DD049701"
"LOC108934209","AMEX60DD049704"
"THRSP","AMEX60DD049705"
"AAMDC","AMEX60DD049708"
"RSF1","AMEX60DD049710"
"RSF1.1","AMEX60DD049711"
"PAK1","AMEX60DD049715"
"GDPD4","AMEX60DD049717"
"MYO7A","AMEX60DD049721"
"MYO7A.1","AMEX60DD049722"
"LOC104491615","AMEX60DD049723"
"CAPN5","AMEX60DD049724"
"TSKU","AMEX60DD049727"
"EMSY","AMEX60DD049739"
"WNT11","AMEX60DD049747"
"MAP6","AMEX60DD049755"
"NNMT","AMEX60DD049756"
"AMEX60DD049757","AMEX60DD049757"
"LOC108707615","AMEX60DD049758"
"AMEX60DD049759","AMEX60DD049759"
"FCHSD2","AMEX60DD049760"
"P2RY2","AMEX60DD049761"
"P2RY6","AMEX60DD049766"
"DR999_PMT13510","AMEX60DD049768"
"ARHGEF17","AMEX60DD049773"
"RELT","AMEX60DD049775"
"FAM168A","AMEX60DD049777"
"PLEKHB1","AMEX60DD049778"
"MRPL48","AMEX60DD049786"
"LOC102935385","AMEX60DD049787"
"COPB2","AMEX60DD049788"
"COPB2.1","AMEX60DD049789"
"DNAJB13","AMEX60DD049792"
"LOC115091849","AMEX60DD049794"
"C2CD3","AMEX60DD049803"
"PPME1","AMEX60DD049804"
"P4HA3","AMEX60DD049806"
"DR999_PMT15873","AMEX60DD049810"
"LOC115091842","AMEX60DD049811"
"NEU3","AMEX60DD049814"
"DR999_PMT13485","AMEX60DD049816"
"RNF169","AMEX60DD049817"
"CHRDL2","AMEX60DD049818"
"CHRDL2.1","AMEX60DD049819"
"AMEX60DD049821","AMEX60DD049821"
"AMEX60DD049822","AMEX60DD049822"
"KCNE3","AMEX60DD049823"
"LOC107982479","AMEX60DD049824"
"LOC115468348","AMEX60DD049826"
"AMEX60DD049829","AMEX60DD049829"
"AMEX60DD049830","AMEX60DD049830"
"PGM2L1","AMEX60DD049834"
"AMEX60DD049837","AMEX60DD049837"
"TPBGL","AMEX60DD049840"
"LOC102455075","AMEX60DD049841"
"AMEX60DD049844","AMEX60DD049844"
"AMEX60DD049854","AMEX60DD049854"
"INPPL1.1","AMEX60DD049864"
"FOLR2","AMEX60DD049865"
"SFRPX","AMEX60DD049867"
"LAMTOR1","AMEX60DD049868"
"NUMA1","AMEX60DD049870"
"AMEX60DD049871","AMEX60DD049871"
"RNF121","AMEX60DD049874"
"LOC115468331","AMEX60DD049875"
"LOC115468330","AMEX60DD049877"
"LRIF1","AMEX60DD049878"
"LOC108803087","AMEX60DD049882"
"ART1","AMEX60DD049886"
"CHRNA10","AMEX60DD049891"
"PGAP2","AMEX60DD049896"
"AMEX60DD049898","AMEX60DD049898"
"RHOG","AMEX60DD049900"
"RHOG.1","AMEX60DD049903"
"STIM1","AMEX60DD049904"
"LOC115091758","AMEX60DD049906"
"AMEX60DD049908","AMEX60DD049908"
"AMEX60DD049910","AMEX60DD049910"
"AMEX60DD049912","AMEX60DD049912"
"LOC102940994.1","AMEX60DD049921"
"LOC115466489","AMEX60DD049922"
"AMEX60DD049929","AMEX60DD049929"
"AMEX60DD049930","AMEX60DD049930"
"LOC115468272","AMEX60DD049932"
"AMEX60DD049936","AMEX60DD049936"
"AMEX60DD049937","AMEX60DD049937"
"LOC115643736","AMEX60DD049938"
"LOC102939541","AMEX60DD049940"
"TXPB_URIBO1","AMEX60DD049941"
"LOC114645493","AMEX60DD049942"
"LOC114645493.1","AMEX60DD049943"
"AMEX60DD049944","AMEX60DD049944"
"AMEX60DD049945","AMEX60DD049945"
"AMEX60DD049950","AMEX60DD049950"
"LOC112546789.1","AMEX60DD049952"
"LOC102453126","AMEX60DD049954"
"LOC102563883","AMEX60DD049955"
"LOC115091745","AMEX60DD049956"
"FAM160A2","AMEX60DD049962"
"AMEX60DD049964","AMEX60DD049964"
"AMEX60DD049968","AMEX60DD049968"
"LOC115459616","AMEX60DD049969"
"AMEX60DD049971","AMEX60DD049971"
"AMEX60DD049979","AMEX60DD049979"
"LOC111196905","AMEX60DD049980"
"AMEX60DD049990","AMEX60DD049990"
"AMEX60DD049991","AMEX60DD049991"
"LOC115271308","AMEX60DD049997"
"AMEX60DD050001","AMEX60DD050001"
"AMEX60DD050002","AMEX60DD050002"
"LOC115073865.2","AMEX60DD050004"
"AMEX60DD050005","AMEX60DD050005"
"LOC102378197","AMEX60DD050006"
"DR999_PMT15716","AMEX60DD050007"
"LOC115073999","AMEX60DD050008"
"LOC109293765","AMEX60DD050017"
"LOC115481621","AMEX60DD050018"
"LOC102378197.1","AMEX60DD050023"
"TRPM2","AMEX60DD050029"
"AMEX60DD050031","AMEX60DD050031"
"TRPM2.1","AMEX60DD050035"
"TRPM2.2","AMEX60DD050036"
"LOC109071544","AMEX60DD050037"
"LOC115833775","AMEX60DD050038"
"AMEX60DD050039","AMEX60DD050039"
"AMEX60DD050040","AMEX60DD050040"
"AMEX60DD050041","AMEX60DD050041"
"TPP1","AMEX60DD050043"
"TPP1.L","AMEX60DD050045"
"LOC109576895","AMEX60DD050047"
"AMEX60DD050050","AMEX60DD050050"
"AMEX60DD050051","AMEX60DD050051"
"LYPA_23C008010","AMEX60DD050052"
"AMEX60DD050053","AMEX60DD050053"
"AMEX60DD050054","AMEX60DD050054"
"AMEX60DD050055","AMEX60DD050055"
"ILK","AMEX60DD050058"
"AMEX60DD050059","AMEX60DD050059"
"LOC115468238","AMEX60DD050063"
"LOC115089817.6","AMEX60DD050065"
"DNHD1","AMEX60DD050066"
"DR999_PMT20299","AMEX60DD050067"
"DNHD1.1","AMEX60DD050068"
"AMEX60DD050071","AMEX60DD050071"
"ARFIP2","AMEX60DD050074"
"LOC115091730","AMEX60DD050075"
"LOC115468234","AMEX60DD050076"
"AMEX60DD050078","AMEX60DD050078"
"TRIM3","AMEX60DD050079"
"TRIM3.1","AMEX60DD050080"
"AMEX60DD050081","AMEX60DD050081"
"LOC102357459","AMEX60DD050082"
"DCHS1","AMEX60DD050088"
"DCHS1.1","AMEX60DD050092"
"LOC115468243","AMEX60DD050094"
"AMEX60DD050095","AMEX60DD050095"
"LOC115459136","AMEX60DD050099"
"APBB1","AMEX60DD050101"
"APBB1.1","AMEX60DD050102"
"AMEX60DD050106","AMEX60DD050106"
"LOC102358903","AMEX60DD050107"
"AMEX60DD050108","AMEX60DD050108"
"AMEX60DD050109","AMEX60DD050109"
"SMPD1","AMEX60DD050110"
"AMEX60DD050112","AMEX60DD050112"
"AMEX60DD050115","AMEX60DD050115"
"AMEX60DD050117","AMEX60DD050117"
"LOC102932778.3","AMEX60DD050125"
"AMEX60DD050127","AMEX60DD050127"
"AMEX60DD050128","AMEX60DD050128"
"LOC114595135.24","AMEX60DD050130"
"LOC106577407","AMEX60DD050132"
"AMEX60DD050134","AMEX60DD050134"
"LOC102378197.2","AMEX60DD050157"
"LOC100158309","AMEX60DD050173"
"LOC115637225","AMEX60DD050177"
"LOC101360075","AMEX60DD050178"
"TCAF2","AMEX60DD050179"
"AMEX60DD050181","AMEX60DD050181"
"LOC103281788","AMEX60DD050182"
"LOC114595130.1","AMEX60DD050183"
"LOC112122611","AMEX60DD050184"
"AMEX60DD050185","AMEX60DD050185"
"M91_05797","AMEX60DD050186"
"ZNF865.1","AMEX60DD050187"
"LOC114803388","AMEX60DD050189"
"AMEX60DD050195","AMEX60DD050195"
"AMEX60DD050197","AMEX60DD050197"
"LOC114789697.35","AMEX60DD050198"
"LOC114789635.38","AMEX60DD050204"
"LOC114789635.39","AMEX60DD050205"
"LOC115301675","AMEX60DD050209"
"LOC103611032","AMEX60DD050214"
"AMEX60DD050215","AMEX60DD050215"
"LOC114607328","AMEX60DD050220"
"LOC114789697.36","AMEX60DD050221"
"AMEX60DD050223","AMEX60DD050223"
"LOC114789635.40","AMEX60DD050224"
"NAIF1","AMEX60DD050225"
"SLC25A25","AMEX60DD050226"
"COL27A1","AMEX60DD050230"
"ENG","AMEX60DD050237"
"ST6GALNAC6","AMEX60DD050240"
"AMEX60DD050241","AMEX60DD050241"
"PARPI_0013959","AMEX60DD050243"
"DPM2","AMEX60DD050248"
"FAM102A","AMEX60DD050251"
"LOC109061498","AMEX60DD050253"
"AMEX60DD050254","AMEX60DD050254"
"CDK9","AMEX60DD050255"
"SH2D3C","AMEX60DD050256"
"AMEX60DD050257","AMEX60DD050257"
"TOR2A","AMEX60DD050258"
"AMEX60DD050259","AMEX60DD050259"
"DR999_PMT08750","AMEX60DD050260"
"TTC16","AMEX60DD050261"
"CFAP157","AMEX60DD050265"
"CERCAM","AMEX60DD050267"
"LOC106533440","AMEX60DD050270"
"AMEX60DD050272","AMEX60DD050272"
"AMEX60DD050273","AMEX60DD050273"
"LOC114139425","AMEX60DD050274"
"GOLGA2","AMEX60DD050277"
"DNM1","AMEX60DD050279"
"AMEX60DD050280","AMEX60DD050280"
"C8H9ORF16","AMEX60DD050283"
"PTGES2","AMEX60DD050284"
"SPTAN1","AMEX60DD050290"
"SET","AMEX60DD050296"
"LOC106578194","AMEX60DD050302"
"TBC1D13","AMEX60DD050306"
"KYAT1.1","AMEX60DD050310"
"PHYHD1","AMEX60DD050314"
"DOLK","AMEX60DD050317"
"AMEX60DD050321","AMEX60DD050321"
"MIGA2","AMEX60DD050323"
"CRAT","AMEX60DD050327"
"IER5L","AMEX60DD050331"
"AMEX60DD050335","AMEX60DD050335"
"LOC115205706","AMEX60DD050336"
"AB205_0068480","AMEX60DD050337"
"PRRX2","AMEX60DD050342"
"PTGES","AMEX60DD050345"
"CIB84_004910","AMEX60DD050346"
"CZH9ORF78","AMEX60DD050351"
"USP20","AMEX60DD050352"
"FNBP1","AMEX60DD050353"
"GPR107","AMEX60DD050355"
"EYF80_031112","AMEX60DD050358"
"EYF80_031112.1","AMEX60DD050359"
"AMEX60DD050360","AMEX60DD050360"
"HMCN2","AMEX60DD050361"
"LOC108704699","AMEX60DD050363"
"AMEX60DD050364","AMEX60DD050364"
"ASS1","AMEX60DD050365"
"ASS1.1","AMEX60DD050366"
"PRDM12","AMEX60DD050368"
"EXOSC2","AMEX60DD050370"
"ABL1","AMEX60DD050371"
"ABL1.1","AMEX60DD050372"
"AMEX60DD050374","AMEX60DD050374"
"AMEX60DD050377","AMEX60DD050377"
"FIBCD1","AMEX60DD050378"
"LOC114589414","AMEX60DD050383"
"LAMC3","AMEX60DD050386"
"AMEX60DD050388","AMEX60DD050388"
"LAMC3.1","AMEX60DD050389"
"AIF1L","AMEX60DD050391"
"NUP214","AMEX60DD050393"
"PLPP7","AMEX60DD050397"
"PRRC2B","AMEX60DD050399"
"RAPGEF1","AMEX60DD050405"
"AMEX60DD050406","AMEX60DD050406"
"PRRT1B","AMEX60DD050409"
"MED27","AMEX60DD050419"
"LOC107984817","AMEX60DD050420"
"SETX","AMEX60DD050422"
"SETX.1","AMEX60DD050423"
"NTNG2.L","AMEX60DD050425"
"AMEX60DD050426","AMEX60DD050426"
"NTNG2","AMEX60DD050427"
"TTF1","AMEX60DD050428"
"TTF1.1","AMEX60DD050429"
"DDX31","AMEX60DD050433"
"AAES_10130","AMEX60DD050434"
"AK8","AMEX60DD050435"
"AK8.L","AMEX60DD050437"
"AK8.1","AMEX60DD050438"
"SPACA9","AMEX60DD050439"
"TSC1","AMEX60DD050441"
"GFI1B","AMEX60DD050444"
"AK8.2","AMEX60DD050445"
"GTF3C5","AMEX60DD050449"
"AMEX60DD050450","AMEX60DD050450"
"CEL","AMEX60DD050451"
"RALGDS","AMEX60DD050452"
"RALGDS.1","AMEX60DD050456"
"CCDC180","AMEX60DD050458"
"MED22","AMEX60DD050462"
"SURF2","AMEX60DD050468"
"SURF4","AMEX60DD050469"
"LOC103623087","AMEX60DD050480"
"AMEX60DD050481","AMEX60DD050481"
"AMEX60DD050484","AMEX60DD050484"
"LOC112546943","AMEX60DD050488"
"ANGPTL2","AMEX60DD050490"
"ZBTB34","AMEX60DD050496"
"AMEX60DD050497","AMEX60DD050497"
"ZBTB43","AMEX60DD050498"
"AMEX60DD050500","AMEX60DD050500"
"AMEX60DD050501","AMEX60DD050501"
"AMEX60DD050508","AMEX60DD050508"
"PBX3","AMEX60DD050511"
"PBX3.1","AMEX60DD050513"
"PBX1.2","AMEX60DD050515"
"VMD2.14","AMEX60DD050516"
"LOC115636170","AMEX60DD050520"
"GAPVD1","AMEX60DD050522"
"AMEX60DD050525","AMEX60DD050525"
"RABEPK","AMEX60DD050527"
"DNTS_022104","AMEX60DD050528"
"GOLGA1","AMEX60DD050532"
"AMEX60DD050537","AMEX60DD050537"
"WDR38","AMEX60DD050540"
"RPL35","AMEX60DD050541"
"OLFML2A","AMEX60DD050542"
"AMEX60DD050545","AMEX60DD050545"
"LOC106702273.13","AMEX60DD050546"
"NR6A1","AMEX60DD050547"
"ADGRD2","AMEX60DD050551"
"LHX2","AMEX60DD050555"
"CRB2","AMEX60DD050559"
"LOC115097977","AMEX60DD050562"
"AMEX60DD050564","AMEX60DD050564"
"SLC2A6","AMEX60DD050566"
"GLYR1.1","AMEX60DD050567"
"LOC115097112","AMEX60DD050570"
"LOC104149496","AMEX60DD050575"
"LOC113486394","AMEX60DD050576"
"LOC115097460","AMEX60DD050577"
"AMEX60DD050578","AMEX60DD050578"
"LOC104149496.1","AMEX60DD050579"
"LOC104149496.2","AMEX60DD050580"
"LOC115096830.1","AMEX60DD050581"
"RPL6.1","AMEX60DD050583"
"GARNL3","AMEX60DD050589"
"AMEX60DD050591","AMEX60DD050591"
"LOC109930224","AMEX60DD050592"
"LOC115097050","AMEX60DD050596"
"TTLL11","AMEX60DD050599"
"DAB2IP","AMEX60DD050601"
"AMEX60DD050602","AMEX60DD050602"
"AMEX60DD050603","AMEX60DD050603"
"LOC115478516.5","AMEX60DD050606"
"LOC103278197","AMEX60DD050607"
"STOM","AMEX60DD050609"
"AMEX60DD050612","AMEX60DD050612"
"CNTRL","AMEX60DD050614"
"C5","AMEX60DD050615"
"TRAF1","AMEX60DD050616"
"AMEX60DD050617","AMEX60DD050617"
"PHF19","AMEX60DD050619"
"LOC112111314","AMEX60DD050621"
"AMEX60DD050625","AMEX60DD050625"
"LOC109615411","AMEX60DD050626"
"PSMD5","AMEX60DD050627"
"LOC115472745","AMEX60DD050630"
"KCNT1.S","AMEX60DD050635"
"LOC105578999","AMEX60DD050639"
"KCNT1","AMEX60DD050641"
"LOC101934528","AMEX60DD050643"
"CAMSAP1","AMEX60DD050644"
"PARPI_0027649","AMEX60DD050646"
"NACC2","AMEX60DD050654"
"TMEM250","AMEX60DD050655"
"LHX3","AMEX60DD050656"
"LOC115473023","AMEX60DD050661"
"AMEX60DD050662","AMEX60DD050662"
"GPSM1","AMEX60DD050666"
"AMEX60DD050668","AMEX60DD050668"
"AMEX60DD050669","AMEX60DD050669"
"AMEX60DD050670","AMEX60DD050670"
"DNLZ","AMEX60DD050671"
"AMEX60DD050672","AMEX60DD050672"
"CARD9","AMEX60DD050675"
"SNAPC4","AMEX60DD050676"
"AMEX60DD050677","AMEX60DD050677"
"PMPCA","AMEX60DD050679"
"AMEX60DD050680","AMEX60DD050680"
"SEC16A","AMEX60DD050685"
"PDZD11","AMEX60DD050686"
"NOTCH.1","AMEX60DD050689"
"MRPS2","AMEX60DD050704"
"CUNH9ORF116","AMEX60DD050705"
"AMEX60DD050710","AMEX60DD050710"
"RXRA","AMEX60DD050719"
"AMEX60DD050720","AMEX60DD050720"
"BRD3OS","AMEX60DD050725"
"LOC105826704","AMEX60DD050726"
"VAV2","AMEX60DD050728"
"SARDH","AMEX60DD050731"
"AMEX60DD050733","AMEX60DD050733"
"DBH","AMEX60DD050734"
"AMEX60DD050737","AMEX60DD050737"
"FAM163B","AMEX60DD050741"
"ADAMTSL2","AMEX60DD050743"
"AMEX60DD050744","AMEX60DD050744"
"MYMK","AMEX60DD050745"
"RABGAP1","AMEX60DD050754"
"RABGAP1.1","AMEX60DD050757"
"AMEX60DD050758","AMEX60DD050758"
"LOC115097565","AMEX60DD050761"
"ZBED9.2","AMEX60DD050765"
"ZBTB26","AMEX60DD050767"
"MORN5","AMEX60DD050777"
"LHX6","AMEX60DD050778"
"MRRF","AMEX60DD050782"
"MRRF.1","AMEX60DD050783"
"AMEX60DD050795","AMEX60DD050795"
"FKBP6","AMEX60DD050800"
"AMEX60DD050801","AMEX60DD050801"
"AMEX60DD050802","AMEX60DD050802"
"ASTN2","AMEX60DD050809"
"AMEX60DD050812","AMEX60DD050812"
"FKBP6.1","AMEX60DD050817"
"TNC","AMEX60DD050822"
"TNFSF8","AMEX60DD050827"
"TNFSF15","AMEX60DD050828"
"TMEM268","AMEX60DD050830"
"ATP6V1G1","AMEX60DD050831"
"WHRN","AMEX60DD050832"
"WHRN.1","AMEX60DD050833"
"AKNA","AMEX60DD050835"
"STXBP1","AMEX60DD050836"
"LOC115098164","AMEX60DD050837"
"SLC31A2","AMEX60DD050840"
"XPO5.5","AMEX60DD050841"
"LOC102940373","AMEX60DD050842"
"COL27A1.1","AMEX60DD050843"
"AMEX60DD050845","AMEX60DD050845"
"LOC114070049","AMEX60DD050847"
"DUI87_30211","AMEX60DD050848"
"LOC114073290","AMEX60DD050849"
